#,Name,Height,Weight,Arm,Hand,Vertical,Broad,Position_Group,Converted_Height,Converted_Arm,Converted_Hand
DB,"Belue, Deion",5110,182,31 1/2,8 1/8,NA,NA,DB,71,31.5,8.125
DB,"Benwikere, Bene",5106,195,30,9 1/8,"40.5""","10'2""",DB,70.75,30,9.125
DB,"Berhe, Nat",5104,193,30 5/8,8 1/2,"35.5""","9'9""",DB,70.5,30.625,8.5
DB,"Boston, Tre",5115,204,31 3/8,9 3/4,"35""","9'8""",DB,71.625,31.375,9.75
DB,"Breeland, Bashaud",5113,197,31 3/4,9,"34.5""","10'3""",DB,71.375,31.75,9
DB,"Brooks, Terrence",5107,198,31,9,"38""","9'11""",DB,70.875,31,9
DB,"Bucannon, Deone",6010,211,32 3/8,9 3/4,"36.5""","10'5""",DB,73,32.375,9.75
DB,"Carrie, Travis",6000,206,31 7/8,9 3/4,NA,NA,DB,72,31.875,9.75
DB,"Clinton-Dix, Ha Ha",6013,208,32 3/8,9,"33""","9'11""",DB,73.375,32.375,9
DB,"Cockrell, Ross",6000,191,29 7/8,9,"36.5""","10'2""",DB,72,29.875,9
DB,"Colvin, Aaron",5110,177,31,9 1/4,NA,NA,DB,71,31,9.25
DB,"Davis, Chris",5100,203,31,9 1/4,NA,NA,DB,70,31,9.25
DB,"Dennard, Darqueze",5107,199,30 1/4,9,NA,NA,DB,70.875,30.25,9
DB,"Desir, Pierre",6010,191,33,9 5/8,"35""","11'1""",DB,73,33,9.625
DB,"Dixon, Ahmad",6000,212,32 1/4,9 7/8,"32""","9'3""",DB,72,32.25,9.875
DB,"Dixon, Brandon",5114,203,32 1/2,9,"32.5""","9'9""",DB,71.5,32.5,9
DB,"Dowling, Jonathan",6026,190,33 1/8,9 1/4,"33.5""","9'10""",DB,74.75,33.125,9.25
DB,"Exum, Antone",5115,213,31 5/8,9 5/8,"35""","9'9""",DB,71.625,31.625,9.625
DB,"Fuller, Kyle",5116,190,32 7/8,9 3/8,"38.5""","10'8""",DB,71.75,32.875,9.375
DB,"Gaines, E.J.",5100,190,30 3/8,9 3/8,NA,NA,DB,70,30.375,9.375
DB,"Gaines, Phillip",6003,193,31 7/8,9 5/8,"36.5""","10'2""",DB,72.375,31.875,9.625
DB,"Gilbert, Justin",6001,202,33 1/8,8 5/8,"35.5""","10'6""",DB,72.125,33.125,8.625
DB,"Goodson, Demetri",5110,194,31 3/4,9 1/4,"37""","10'3""",DB,71,31.75,9.25
DB,"Hal, Andre",5103,188,30 1/2,8 5/8,"35.5""","9'11""",DB,70.375,30.5,8.625
DB,"Hampton, Victor",5090,197,31 1/4,9 1/4,"33.5""","9'10""",DB,69,31.25,9.25
DB,"Huff, Marqueston",5111,196,31 3/8,9,"35.5""","9'10""",DB,71.125,31.375,9
DB,"Jackson, Bennett",5117,195,31 3/8,9 1/4,"38""","10'8""",DB,71.875,31.375,9.25
DB,"James, Kendall",5104,180,29 1/2,8,"39""",NA,DB,70.5,29.5,8
DB,"Jean-Baptiste, Stanley",6025,218,32 3/8,8 5/8,"41.5""","10'8""",DB,74.625,32.375,8.625
DB,"Johnson, Dontae",6021,200,31 1/2,8 5/8,"38.5""","10'4""",DB,74.125,31.5,8.625
DB,"Joyner, Lamarcus",5080,184,31 1/2,9 1/4,"37.5""","10'4""",DB,68,31.5,9.25
DB,"Ladler, Kenny",6001,207,31 5/8,9 5/8,"36.5""","10'7""",DB,72.125,31.625,9.625
DB,"Lawson, Nevin",5094,190,31 1/2,9,"33""",10',DB,69.5,31.5,9
DB,"Lewis, Isaish",5097,211,31 1/2,9 5/8,"36.5""","10'2""",DB,69.875,31.5,9.625
DB,"Loston, Craig",6005,217,30 3/4,9 3/4,"32.5""","9'11""",DB,72.625,30.75,9.75
DB,"McDougle, Dexter",5100,196,30 5/8,9 5/8,NA,NA,DB,70,30.625,9.625
DB,"McGill, Keith",6033,211,33 1/4,10 1/4,"39""","10'9""",DB,75.375,33.25,10.25
DB,"Mitchell, Terrance",5111,192,30 1/8,8 1/2,"34""","9'9""",DB,71.125,30.125,8.5
DB,"Price, Jabari",5105,200,31 5/8,9 1/8,NA,NA,DB,70.625,31.625,9.125
DB,"Pryor, Calvin",5111,207,31 3/8,9 1/8,"34.5""","9'8""",DB,71.125,31.375,9.125
DB,"Purifoy, Loucheiz",5114,190,32 3/4,8 1/2,"35.5""",10',DB,71.5,32.75,8.5
DB,"Reaser, Keith",5100,189,30 3/4,9 1/2,NA,NA,DB,70,30.75,9.5
DB,"Reynolds, Ed",6010,207,30 3/4,8 1/2,"32.5""","9'9""",DB,73,30.75,8.5
DB,"Reynolds, Rashaad",5097,189,31 5/8,9 3/4,"37.5""","10'3""",DB,69.875,31.625,9.75
DB,"Roberson, Marcus",6002,191,31,9 1/4,"38.5""",10',DB,72.25,31,9.25
DB,"Roby, Bradley",5112,194,31 1/2,10 1/4,"32""","10'4""",DB,71.25,31.5,10.25
DB,"Sorensen, Daniel",6013,205,31,8 1/2,"32""","9'6""",DB,73.375,31,8.5
DB,"Southward, Dez",6000,211,30 5/8,10,NA,NA,DB,72,30.625,10
DB,"Sunseri, Vinnie",5110,210,30,10,NA,NA,DB,71,30,10
DB,"Thomas, Jemea",5092,192,30 5/8,10,"37""","10'5""",DB,69.25,30.625,10
DB,"Vereen, Brock",5115,199,30,8 1/4,"34""","9'9""",DB,71.625,30,8.25
DB,"Verrett, Jason",5094,189,30 5/8,9 1/4,"39""","10'8""",DB,69.5,30.625,9.25
DB,"Ward, Jimmie",5110,193,31,9 3/8,NA,NA,DB,71,31,9.375
DB,"Washington, Todd",5110,196,31 1/8,8 3/4,NA,NA,DB,71,31.125,8.75
DB,"Watkins, Jaylen",5114,194,30 5/8,9 5/8,NA,NA,DB,71.5,30.625,9.625
DB,"Westbtooks, Lavelle",5114,186,32 3/8,9 3/4,"36""","10'1""",DB,71.5,32.375,9.75
PK,"Boswell, Chris",6020,185,31 1/4,8 5/8,NA,NA,SPEC,74,31.25,8.625
PK,"Clarke, Steven",6050,231,31 3/4,9,NA,NA,SPEC,77,31.75,9
PK,"Fera, Anthony",6010,211,31.0,9 1/8,NA,NA,SPEC,73,31,9.125
PK,"Hocker, Zach",6000,189,30 1/8,8 5/8,NA,NA,SPEC,72,30.125,8.625
PK,"Hornsey, Tom",6030,221,31.0,9 1/8,NA,NA,SPEC,75,31,9.125
PK,"Leone, Richie",6030,211,31 3/4,8 7/8,NA,NA,SPEC,75,31.75,8.875
PK,"Mandell, Cody",6020,216,31 1/8,9 3/4,"27""",NA,SPEC,74,31.125,9.75
PK,"O'Donnell, Pat",6041,220,32 1/2,9 3/4,"30.5""",NA,SPEC,76.125,32.5,9.75
PK,"Santos, Cairo",5080,164,28 1/2,8 7/8,NA,NA,SPEC,68,28.5,8.875
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST,"Heit, Marcus",6030,258,31 3/8,9 7/8,NA,NA,SPEC,75,31.375,9.875
QB,"Bennett, Bryan",6022,211,31,9 1/2,"37""","10'5""",QB,74.25,31,9.5
QB,"Boone, Anthony",6002,231,31 5/8,9 5/8,"26.5""","8'4""",QB,72.25,31.625,9.625
QB,"Bridge, Brandon",6043,229,34 1/4,9 1/4,"33""","9'2""",QB,76.375,34.25,9.25
QB,"Carden, Shane",6017,218,33 1/4,9 3/4,"29.5""","8'8""",QB,73.875,33.25,9.75
QB,"Fajardo, Cody",6014,223,31 3/8,9 1/2,"32.5""","9'10""",QB,73.5,31.375,9.5
QB,"Grayson, Garrett",6020,213,30,10,NA,NA,QB,74,30,10
QB,"Halliday, Connor",6030,196,31 1/4,8 3/8,NA,NA,QB,75,31.25,8.375
QB,"Hundley, Brett",6032,226,32 1/8,10 1/2,"36""",10',QB,75.25,32.125,10.5
QB,"Lovelocke, Jerry",6044,248,34 1/4,10 1/2,"31.5""","9'5""",QB,76.5,34.25,10.5
QB,"Mannion, Sean",6055,229,33 1/2,9,"31""","8'9""",QB,77.625,33.5,9
QB,"Mariota, Marcus",6036,222,32,9 7/8,"36""","10'1""",QB,75.75,32,9.875
QB,"Marshall, Nick",6014,207,32 1/8,9 1/4,"37.5""","10'4""",QB,73.5,32.125,9.25
QB,"Petty, Bryce",6027,230,31 7/8,10,"34""","10'1""",QB,74.875,31.875,10
QB,"Sims, Blake",5114,218,31 1/2,9,"30.5""","9'7""",QB,71.5,31.5,9
QB,"Winston, Jameis",6036,231,32,9 3/8,"28.5""","8'7""",QB,75.75,32,9.375
RB,"Abdullah, Ameer",5086,205,30,8 5/8,"42.5""","10'10""",RB,68.75,30,8.625
RB,"Ajayi, Jay",5116,221,32,10,"39""","10'1""",RB,71.75,32,10
RB,"Allen, Buck",6004,221,31 3/4,9 3/8,"35.5""","10'1""",RB,72.5,31.75,9.375
RB,"Artis-Payne, Cameron",5096,212,29 5/8,8 7/8,"36.5""","9'10""",RB,69.75,29.625,8.875
RB,"Brown, Dominique",6020,234,32 3/8,9 1/2,NA,NA,RB,74,32.375,9.5
RB,"Brown, Malcolm",5113,224,32 3/4,10 1/4,"34.5""","9'9""",RB,71.375,32.75,10.25
RB,"Burton, Mike",5112,242,29 1/4,9 1/2,"33""","9'7""",RB,71.25,29.25,9.5
RB,"Catalon, B.J.",5073,186,30,9,"36""","9'6""",RB,67.375,30,9
RB,"Cobb, David",5110,229,31 5/8,9 3/8,"38.5""","10'1""",RB,71,31.625,9.375
RB,"Coleman, Tevin",5110,206,32,8 5/8,NA,NA,RB,71,32,8.625
RB,"Crockett, John",5116,217,31,9 3/4,"40""","10'5""",RB,71.75,31,9.75
RB,"Davis, Mike",5091,217,30 1/4,9 3/8,"34""","9'8""",RB,69.125,30.25,9.375
RB,"Dyer, Michael",5080,218,30 5/8,9 1/2,"34""",10',RB,68,30.625,9.5
RB,"Edwards, Jahwan",5094,220,31 5/8,8 7/8,"35.5""","9'9""",RB,69.5,31.625,8.875
RB,"Fowler, Jalston",5110,254,32 3/4,10 1/2,"33.5""","9'6""",RB,71,32.75,10.5
RB,"Gordon, Melvin",6005,215,32 3/8,9 3/4,"35""",10'6',RB,72.625,32.375,9.75
RB,"Gurley, Todd",6005,222,32 1/2,10,NA,NA,RB,72.625,32.5,10
RB,"Hart, Dee",5074,199,29 3/4,9,"33""","9'5""",RB,67.5,29.75,9
RB,"Heard, Braylon",5095,198,30 1/4,9,"30.5""","9'8""",RB,69.625,30.25,9
RB,"Hilliard, Kenny",5115,226,31 1/4,9 1/4,"27""",9'3',RB,71.625,31.25,9.25
RB,"Iosefa, Joey",5116,247,31 3/4,10 1/4,"31.5""","9'2""",RB,71.75,31.75,10.25
RB,"Johnson, David",6005,224,31 1/4,9 5/8,"41.5""","10'7""",RB,72.625,31.25,9.625
RB,"Johnson, Duke",5091,207,30 3/8,9 1/4,"33.5""","10'1""",RB,69.125,30.375,9.25
RB,"Johnson, Gus",5095,215,29 5/8,9 1/8,"36.5""",10',RB,69.625,29.625,9.125
RB,"Jones, Matt",6023,231,32,8 5/8,"31.5""",9'4',RB,74.375,32,8.625
RB,"Langford, Jeremy",5115,208,31 1/2,8 3/4,"34.5""","9'10""",RB,71.625,31.5,8.75
RB,"Magee, Terrence",5080,213,30,9,"37""","9'7""",RB,68,30,9
RB,"Murphy, Marcus",5083,193,31,8 5/8,"29""","9'1""",RB,68.375,31,8.625
RB,"Rawls, Thomas",5090,215,30 3/4,9 1/2,"35.5""","9'8""",RB,69,30.75,9.5
RB,"Robinson, Josh",5077,217,29 3/4,10 1/8,"32""","9'5""",RB,67.875,29.75,10.125
RB,"Scheuerman, Ross",5117,204,30,8 3/4,"33""","10'1""",RB,71.875,30,8.75
RB,"Varga, Tyler",5110,222,30 3/8,10 5/8,NA,NA,RB,71,30.375,10.625
RB,"Williams, Karlos",6006,230,33,9 3/4,"33.5""","9'9""",RB,72.75,33,9.75
RB,"Williams, Trey",5074,195,29 7/8,8 1/4,"33.5""","9'11""",RB,67.5,29.875,8.25
RB,"Yeldon, T.J.",6012,226,31 5/8,9,"36""",9'9',RB,73.25,31.625,9
RB,"Zenner, Zach",5114,223,32,9 5/8,"41""","10'1""",RB,71.5,32,9.625
WO,"Agholor, Nelson",6001,198,32 1/4,9 1/4,NA,NA,WR,72.125,32.25,9.25
WO,"Alford, Mario",5084,180,31 1/4,9 3/8,"34""","10'1""",WR,68.5,31.25,9.375
WO,"Anderson, Dres",6010,187,31 5/8,9 3/8,NA,NA,WR,73,31.625,9.375
WO,"Bell, Kenny",6011,197,31 5/8,9 1/4,"41.5""","10'9""",WR,73.125,31.625,9.25
WO,"Brown, Da'Ron",6001,205,32,10 1/4,"37""",10',WR,72.125,32,10.25
WO,"Clay, Kaelin",5095,195,30 7/8,9,"33""","9'5""",WR,69.625,30.875,9
WO,"Coates, Sammie",6013,212,33 3/8,9 3/8,"41""","10'11""",WR,73.375,33.375,9.375
WO,"Conley, Chris",6017,213,33 3/4,9 7/8,"45""","11'7""",WR,73.875,33.75,9.875
WO,"Cooper, Amari",6007,211,31 1/2,10,"33""",10',WR,72.875,31.5,10
WO,"Crowder, Jamison",5083,185,30 3/8,8 3/4,"37""","9'7""",WR,68.375,30.375,8.75
WO,"Daniels, DaVaris",6014,201,31 1/4,9,"37""","10'2""",WR,73.5,31.25,9
WO,"Davis, Devante",6027,220,32 3/8,9 1/2,"35.5""","9'7""",WR,74.875,32.375,9.5
WO,"Davis, Geremy",6023,216,32 1/4,9 1/2,"36.5""","10'4""",WR,74.375,32.25,9.5
WO,"Davis, Titus",6006,196,29 5/8,8 1/4,"32.5""","9'11""",WR,72.75,29.625,8.25
WO,"Diggs, Stefon",6000,195,31 1/4,10,"35""","9'7""",WR,72,31.25,10
WO,"Dorsett, Phillip",5093,185,30 1/4,9 3/8,"37""","10'2""",WR,69.375,30.25,9.375
WO,"Funchess, Devin",6042,232,33 1/2,9 3/4,"38.5""","10'2""",WR,76.25,33.5,9.75
WO,"Goodley, Antwan",5104,209,30 3/4,9 1/4,NA,NA,WR,70.5,30.75,9.25
WO,"Green-Beckham, Dorial",6051,237,32 1/2,9,"33.5""","9'11""",WR,77.125,32.5,9
WO,"Greene, Rashad",5113,182,31 5/8,9,"36.5""","10'2""",WR,71.375,31.625,9
WO,"Hall, Rannell",6003,198,30 1/2,8 5/8,"41""",11',WR,72.375,30.5,8.625
WO,"Hardy, Justin",5102,192,32 1/8,10,"36.5""","9'6""",WR,70.25,32.125,10
WO,"Harper, Josh",6007,191,30 7/8,8 3/4,"32""",9',WR,72.875,30.875,8.75
WO,"Jones, Christion",5101,182,30,9,"32.5""","9'11""",WR,70.125,30,9
WO,"Lewis, Dezmin",6036,214,32 1/2,9 7/8,"33.5""","9'11""",WR,75.75,32.5,9.875
WO,"Lippett, Tony",6024,192,32 3/4,9 7/8,"36""","9'6""",WR,74.5,32.75,9.875
WO,"Lockett, Tyler",5097,182,30,8 3/8,"35.5""","10'1""",WR,69.875,30,8.375
WO,"Long, Deon",5115,192,31,9 1/2,"34""",10',WR,71.625,31,9.5
WO,"Luckett, Tello",5116,211,31,9 1/4,"34""","9'10""",WR,71.75,31,9.25
WO,"Mayle, Vince",6020,224,31 3/4,9,"35.5""","9'9""",WR,74,31.75,9
WO,"McBride, Tre",6002,210,32 1/8,9,"38""","10'2""",WR,72.25,32.125,9
WO,"Montgomery, Ty",5117,221,31,10 1/8,"40.5""","10'1""",WR,71.875,31,10.125
WO,"Mumphery, Keith",5115,215,31 1/8,9 1/8,"32.5""","10'1""",WR,71.625,31.125,9.125
WO,"Nelson, J.J.",5102,156,31 1/8,8 1/4,"36""","10'7""",WR,70.25,31.125,8.25
WO,"Parker, DeVante",6025,209,33 1/4,9 1/4,"36.5""","10'5""",WR,74.625,33.25,9.25
WO,"Perriman, Breshad",6020,212,32,9 1/4,NA,NA,WR,74,32,9.25
WO,"Ruffin, Ezell",5115,218,31 1/8,8 3/4,"27.5""","9'2""",WR,71.625,31.125,8.75
WO,"Smelter, DeAndre",6021,226,32 5/8,11,NA,NA,WR,74.125,32.625,11
WO,"Smith, Devin",6003,196,31,9,"39""","10'2""",WR,72.375,31,9
WO,"Strong, Jaelen",6023,217,32 1/2,9,"42""","10'3""",WR,74.375,32.5,9
WO,"Waller, Darren",6061,238,33 1/4,9,"37""","10'5""",WR,78.125,33.25,9
WO,"White, DeAndrew",5114,193,31,9 1/8,"34.5""",10'3',WR,71.5,31,9.125
WO,"White, Kevin",6025,215,32 5/8,9 1/4,"36.5""","9'10""",WR,74.625,32.625,9.25
WO,"Worthy, Cam",6020,211,33 1/2,10 1/8,NA,NA,WR,74,33.5,10.125
TE,"Anderson, Rory ""Busta""",6050,244,32 1/4,8 3/4,NA,NA,TE,77,32.25,8.75
TE,NA,NA,NA,NA,NA,NA,NA,TE,NA,NA,NA
TE,"Bell, Blake",6062,252,33 1/8,10,"33""","9'8""",TE,78.25,33.125,10
TE,"Bibbs, E.J.",6020,258,31 1/8,10 1/4,NA,NA,TE,74,31.125,10.25
TE,"Boyle, Nick",6044,268,33 3/8,10 3/8,"30.5""","9'4""",TE,76.5,33.375,10.375
TE,"Christian, Gerald",6030,244,32 1/2,10 3/4,NA,NA,TE,75,32.5,10.75
TE,"Clear, Cameron",6053,277,33 5/8,9 5/8,"32""",9',TE,77.375,33.625,9.625
TE,"Derby, A.J.",6040,255,30 1/2,9 1/2,NA,NA,TE,76,30.5,9.5
TE,"Heuerman, Jeff",6050,254,33 1/4,10 1/8,NA,NA,TE,77,33.25,10.125
TE,"James, Jesse",6070,261,33,9 3/8,"37.5""","10'1""",TE,79,33,9.375
TE,"Koyack, Ben",6050,255,32 5/8,10 3/4,NA,NA,TE,77,32.625,10.75
TE,"Kroft, Tyler",6060,246,33,9 5/8,NA,NA,TE,78,33,9.625
TE,"O'Leary, Nick",6032,252,29 3/4,9 3/8,"30.5""","9'2""",TE,75.25,29.75,9.375
TE,"Pruitt, Mycole",6022,251,33 1/2,10 1/4,"38""","9'10""",TE,74.25,33.5,10.25
TE,"Saxton, Wes",6033,248,32,9 5/8,"36""","9'11""",TE,75.375,32,9.625
TE,"Sifrin, Jean",6052,245,33 3/8,11,"33""","9'6""",TE,77.25,33.375,11
TE,"Telfer, Randall",6055,250,33 1/2,9 5/8,NA,NA,TE,77.625,33.5,9.625
TE,"Tomlinson, Eric",6060,263,32 7/8,10,NA,"9'2""",TE,78,32.875,10
TE,"Walford, Clive",6040,251,34,10 1/4,"30.5""",10',TE,76,34,10.25
TE,"Williams, Maxx",6037,249,33 1/2,10 3/8,"34.5""","9'9""",TE,75.875,33.5,10.375
OL,"Bond, Al",6036,303,33 3/8,10 1/4,"23.5""","7'6""",OL,75.75,33.375,10.25
OL,"Boyko, Brett",6065,301,32,9,"25""","8'7""",OL,78.625,32,9
OL,"Brown, Jamon",6040,323,34 3/8,9 3/4,NA,NA,OL,76,34.375,9.75
OL,"Brown, Trenton",6084,355,36,10 7/8,"23.5""","8'1""",OL,80.5,36,10.875
OL,"Cann, A.J.",6030,313,32 5/8,10 1/4,NA,NA,OL,75,32.625,10.25
OL,"Clemmings, T.J.",6046,309,35 1/8,10 3/8,"32.5""","9'3""",OL,76.75,35.125,10.375
OL,"Cofield, Takoby",6042,310,34,10,"30""","8'5""",OL,76.25,34,10
OL,"Collins, La'El",6044,305,33 1/4,10 3/8,"27""",9',OL,76.5,33.25,10.375
OL,"Crisp, Rob",6065,301,34 1/2,10,"32.5""","8'11""",OL,78.625,34.5,10
OL,"Dismukes, Reese",6026,296,32 1/4,8 7/8,"27.5""","8'11""",OL,74.75,32.25,8.875
OL,"Donnal, Andrew",6057,313,33 1/2,10,"32""","8'5""",OL,77.875,33.5,10
OL,"Douglas, Jamil",6040,304,33 3/8,10 3/4,"29""","8'3""",OL,76,33.375,10.75
OL,"Erving, Cameron",6054,313,34 1/8,10 3/8,"30.5""","9'4""",OL,77.5,34.125,10.375
OL,"Fabuluje, Tayo",6063,353,34,9 7/8,"29.5""",NA,OL,78.375,34,9.875
OL,"Feliciano, Jon",6037,323,32 3/8,9 3/4,"26.5""","8'1""",OL,75.875,32.375,9.75
OL,"Finney, B.J.",6036,318,32,10,"24""","8'3""",OL,75.75,32,10
OL,"Fisher, Jake",6061,306,33 3/4,10 3/8,"32.5""",NA,OL,78.125,33.75,10.375
OL,"Flowers, Ereck",6062,329,34 1/2,9 7/8,NA,NA,OL,78.25,34.5,9.875
OL,"Gallik, Andy",6023,306,32 3/4,10 1/4,"27""","8'0""",OL,74.375,32.75,10.25
OL,"Garcia, Max",6040,309,33 1/8,10 1/4,NA,NA,OL,76,33.125,10.25
OL,"Gibson, Laurence",6056,305,35 1/8,10 3/8,"33.5""","9'5""",OL,77.75,35.125,10.375
OL,"Glowinski, Mark",6043,307,33 1/8,9 3/4,"29.5""","9'5""",OL,76.375,33.125,9.75
OL,NA,NA,NA,NA,NA,NA,NA,OL,NA,NA,NA
OL,"Grasu, Hronnis",6030,297,32 1/8,10 1/4,NA,NA,OL,75,32.125,10.25
OL,"Green, Chaz",6045,314,33 3/8,10 7/8,"29.5""","8'10""",OL,76.625,33.375,10.875
OL,"Hamilton, Chad",6020,292,34,9 3/8,NA,NA,OL,74,34,9.375
OL,"Harrison, Jarvis",6041,330,33 1/2,9 3/4,"29.5""","8'6""",OL,76.125,33.5,9.75
OL,"Hart, Bobby",6050,329,33,10 1/8,NA,NA,OL,77,33,10.125
OL,"Havenstein, Rob",6073,321,33 3/4,9 7/8,"28.5""","8'0""",OL,79.375,33.75,9.875
OL,"Hickey, Sean",6050,309,32 3/4,10 1/2,NA,NA,OL,77,32.75,10.5
OL,"Humphries, D.J.",6050,307,33 5/8,10,"31""","8'8""",OL,77,33.625,10
OL,"Jackson, Tre'",6036,330,32 5/8,10 7/8,"25""","8'0""",OL,75.75,32.625,10.875
OL,"Kouandjio, Arie",6050,310,34 1/8,10 7/8,NA,NA,OL,77,34.125,10.875
OL,"Mancz, Greg",6040,301,NA,10,NA,NA,OL,76,NA,10
OL,"Marpet, Ali",6037,307,33 3/8,10,"30.5""","9'0""",OL,75.875,33.375,10
OL,"Matias, Josue",6050,309,33 1/8,10,"17.5""","7'0""",OL,77,33.125,10
OL,"Miller, Darrian",6047,307,33,9 3/4,"25""","8'1""",OL,76.875,33,9.75
OL,"Miller, John",6024,303,33 1/4,10 1/4,"27""","8'8""",OL,74.5,33.25,10.25
OL,"Morse, Mitch",6053,305,32 1/4,9 1/4,"31""","9'4""",OL,77.375,32.25,9.25
OL,"Myers, Robert",6046,326,33 3/4,9 1/2,"27.5""","7'10""",OL,76.75,33.75,9.5
OL,"Ogbuehi, Cedric",6050,306,35 7/8,10,NA,NA,OL,77,35.875,10
OL,"Peat, Andrus",6067,313,34 3/8,10 5/8,"31""","8'9""",OL,78.875,34.375,10.625
OL,"Poole, Terry",6046,307,33 1/4,9 1/2,"31""","9'5""",OL,76.75,33.25,9.5
OL,"Poutasi, Jeremiah",6051,335,33 7/8,9 1/2,"26.5""","7'11""",OL,77.125,33.875,9.5
OL,"Robinson, Corey",6070,324,35 5/8,10 3/4,NA,NA,OL,79,35.625,10.75
OL,"Sambrailo, Ty",6057,311,33,10,"29""","8'1""",OL,77.875,33,10
OL,"Scherff, Brandon",6045,319,33 3/8,11,NA,NA,OL,76.625,33.375,11
OL,"Shead, Adam",6035,338,33 3/4,10 3/8,NA,NA,OL,75.625,33.75,10.375
OL,"Shepherd, Austin",6043,315,32 7/8,10,"29""","7'10""",OL,76.375,32.875,10
OL,"Smith, Donovan",6055,338,34 3/8,10 5/8,"32""","9'1""",OL,77.625,34.375,10.625
OL,"Thompson, Tyrus",6047,324,34 7/8,10 1/4,"29""","8'1""",OL,76.875,34.875,10.25
OL,"Tomlinson, Laken",6033,323,33 5/8,10 1/8,"31.5""","8'7""",OL,75.375,33.625,10.125
OL,"Williams, Daryl",6052,327,35,9 3/4,"26""","8'1""",OL,77.25,35,9.75
DL,"Anderson, Henry",6062,294,33 1/2,9 3/4,"30""","9'3""",DL,78.25,33.5,9.75
DL,"Armstead, Arik",6071,292,33,10 1/2,"34""","9'9""",DL,79.125,33,10.5
DL,"Barnes, Tavares",6036,282,33 1/8,8 1/2,NA,NA,DL,75.75,33.125,8.5
DL,"Beasley, Vic",6030,246,32 1/2,9 3/8,"41""","10'10""",DL,75,32.5,9.375
DL,"Bennett, Michael",6020,293,33 5/8,10 1/4,NA,NA,DL,74,33.625,10.25
DL,"Blackson, Angelo",6043,318,33 3/4,9 3/4,"31""","8'5""",DL,76.375,33.75,9.75
DL,"Brown, Malcom",6023,319,32 1/2,10,"29.5""","8'2""",DL,74.375,32.5,10
DL,"Chickillo, Anthony",6031,267,33 1/2,10 1/8,"34.5""","9'6""",DL,75.125,33.5,10.125
DL,"Clark, Frank",6027,271,34 3/8,10 1/8,"38.5""","9'10""",DL,74.875,34.375,10.125
DL,"Cooper, Xavier",6027,293,31 1/2,9 3/8,"29""","9'2""",DL,74.875,31.5,9.375
DL,"Covington, Christian",6020,289,33 1/4,10,NA,NA,DL,74,33.25,10
DL,"Crawford, Corey",6052,283,34 1/2,9 1/4,"33""","9'2""",DL,77.25,34.5,9.25
DL,"Davis, Carl",6045,320,34 5/8,11,"33""","8'7""",DL,76.625,34.625,11
DL,"Davidson, Tyeler",6015,316,34,10 3/4,NA,"8'9""",DL,73.625,34,10.75
DL,"Delaire, Ryan",6041,254,32 1/2,10 3/8,NA,NA,DL,76.125,32.5,10.375
DL,"Dubose, B.J.",6040,284,33,9 3/4,NA,NA,DL,76,33,9.75
DL,"Edwards Jr., Mario",6025,279,33 1/4,10 7/8,"32.5""",10',DL,74.625,33.25,10.875
DL,"Emanuel, Kyle",6032,255,31,9 3/8,"34""",10',DL,75.25,31,9.375
DL,"Flowers, Trey",6021,266,34 1/4,10,"36.5""","10'1""",DL,74.125,34.25,10
DL,"Fowler, Dante",6025,261,33 3/4,9 1/2,"32.5""","9'4""",DL,74.625,33.75,9.5
DL,"Golden, Markus",6023,260,31 1/8,10 1/2,NA,NA,DL,74.375,31.125,10.5
DL,"Goldman, Eddie",6040,336,33 1/8,10 1/8,NA,NA,DL,76,33.125,10.125
DL,"Gregory, Randy",6047,235,34,10,"36.5""","10'5""",DL,76.875,34,10
DL,"Hardison, Marcus",6030,307,33 1/2,10 3/8,NA,NA,DL,75,33.5,10.375
DL,"Harold, Eli",6031,247,33,9 3/8,"35""","10'3""",DL,75.125,33,9.375
DL,"Hodges, Zach",6024,250,34 1/4,9 7/8,"33.5""","10'5""",DL,74.5,34.25,9.875
DL,"Hunter, Danielle",6051,252,34 1/4,10 1/2,NA,NA,DL,77.125,34.25,10.5
DL,"Ifedi, Martin",6031,275,33 7/8,10,"31""","9'3""",DL,75.125,33.875,10
DL,"Jarrett, Grady",6006,304,32 3/8,10,"31""","9'4""",DL,72.75,32.375,10
DL,"Lott, Derrick",6040,314,33 5/8,9 1/8,"26.5""","8'10""",DL,76,33.625,9.125
DL,"Mbu, Joey",6027,313,35,9 1/4,"22.5""","8'1""",DL,74.875,35,9.25
DL,"McCarthy, Ellis",6045,338,34 1/8,9 7/8,"32""","9'1""",DL,76.625,34.125,9.875
DL,"Nunez-Roches, Rakeem",6022,307,32 5/8,10 1/8,"34""","9'6""",DL,74.25,32.625,10.125
DL,"Odighizuwa, Owa",6034,267,33 3/4,11,"39""","10'7""",DL,75.5,33.75,11
DL,"Orchard, Nate",6032,250,33 3/4,10 1/4,"31.5""","9'7""",DL,75.25,33.75,10.25
DL,"Orr, Leon",6047,323,34 1/8,9 3/8,"28""","8'4""",DL,76.875,34.125,9.375
DL,"Parry, David",6012,308,31,9 7/8,"29""","8'7""",DL,73.25,31,9.875
DL,"Phillips, Jordan",6052,329,34 3/4,9 3/8,"30""","8'9""",DL,77.25,34.75,9.375
